id,data,label
524,Et je souris à ce bonheur si généreusement partagé...ChT https://t.co/5I10ukaiaG,
525,"#Paysbasque, saisir cette large main tendue qui, sans rien négliger des souffrances, ouvre les possiblesChT",international
526,"""On aura tout"", c'est deux semaines de lecture de textes par des comédiens professionnels et amateurs ! https://t.co/ILSUyTY69I",autre
527,"Place au dialogue avec @edgarmorinparis animé par Nicolas Thruong autour du thème ""poétique des civilisations"" @FestivalAvignon https://t.co/9V6mfcj27y",
528,"""Poétiques de civilisation?"" Avec @edgarmorinparis c'est tout de suite @lemondefr @FestivalAvignon https://t.co/hKbkaE9TcK",culture
529,Erreur de CM sur le RT précédent. Le drame des multicomptes! https://t.co/5e3Idv1QpC,delete
530,C'est parti ! Introduction avant de laisser la place aux comédiens #Onauratout @FestivalAvignon https://t.co/g1zVLXWCCH,
531,La lecture des textes que nous avons choisis avec A-L Liégeois se prépare ! La première? C'est à 12h au Jardin Ceccano. @FestivalAvignon https://t.co/xLVXq3K77r,culture
532,Simone Veil a été un phare pour moi. Mon hommage à cette grande dame à lire dans @ELLEfrance  https://t.co/nfokCQCoTQ,delete
533,"@MMetella continue à tracer son sillon à grandes brassées, à nous inspirer confiance et admiration, à susciter des vocations ChT",
534,"Même après le clap de fin, les échanges continuent. #passion #reflexion #culture https://t.co/d6gDE2X5BA",culture
535,"L'@Atelierpouvoir avec P. Braud, @ArianeChemin, @ThomasWieder et V. Martigny, c'est maintenant @franceculture https://t.co/2gVcIA9xn2",delete
536,Je vous donne rdv à 12h45 sur @franceculture pour la toute dernière émission de L'@Atelierpouvoir.,
537,".@LadySirOfficiel, théâtre, concert c'est toujours la scène, de la caméra à la poésie Rachida Brakni : une insolente addition de talents ChT",culture
538,Rendez vous ce soir sur TMC @Qofficiel https://t.co/6O6W690X0P,delete
539,"Simone Veil, une si belle solidité! Respect, affection et gratitudeChT",
540,"#BouchraJarrar sensible, aérienne et sûre d'elle. Créer c'est aimer, et cela se porte. Officier des Arts et des Lettres. Lumineuse! ChT https://t.co/78obN8S20l",culture
541,"""Non, non, on ne se fait pas violer. On est violé. Le viol, c'est l'autre qui le fait"" Retrouvez moi dans @Teleramahttps://t.co/7rbxgGYIUm",delete
542,"#PMA avis #CCNE sensé, juste. Nulle n'y pense en légèreté. Cesser l'hypocrisie sur cette inégalité sociale, accomplir l'égalité en droitChT",liberte
543,"La faiblesse de beaucoup d'hommes est qu'ils ne savent devenir ni une pierre ni un arbre... Aimé Césaire, déjà. Souvenir d'anniversaire ChT",culture
544,"concerts #Démos à la @philharmonie vendredi samedi dimanche, 8 années déjà qu'ils nous comblent de bonheur et tant à venir! ChT",delete
545,".@AnnePaceo inspirée et généreuse, toujours poreuse aux autres cultures. Des tas d'autres pépites jusqu'à la fin du @Paris_Jazz_Fest ChT",
546,"#MarcheDesFiertes, marcher pour l'égalité, toutes causes solidaires car, différents et singuliers, nous sommes bien une seule humanitéChT https://t.co/96TC5P2Wau",aide sociale
547,"#UJA, ils ont de l'audace, du génie, un tonus d'enfer, c'est même à ça qu'on les reconnaît ChT https://t.co/dq9lqTcWNH",delete
548,"Se souvenir de Jean Zay, et que la milice a vraiment existé et assassiné. Mais aussi que les beaux-arts, ça complète bien l'éducation ChT https://t.co/uKKfuSYKby",
549,"#JournéeMondialeDesRéfugiés, les regarder sans mépris, les accueillir en dignité, c'est simplement sauver des vies et ouvrir des voiesChT",aide sociale
550,"@museedapper irremplaçable va voguer vers d'autres horizons. Et nous, inconsolables... Merci. Que tous les vents vous soient favorablesChT",delete
551,"Solidarité avec @nk_m. Aucun prétexte possible à l'agression physique. Pour sa dignité et la nôtre, pas d'imagesChT",
552,"Après Villeurbanne aujourd'hui, rendez vous demain à 19h30, place Léon Blum à Paris, aux côtés de @pbloche ! https://t.co/V4b3zBkQVN",autre
553,Avec @c_capdevielle ! Il faut des députés de gauche à l' @AssembleeNat https://t.co/MTSiN5lN4l,delete
554,"@Anne_Hidalgo @najatvb ""Nous ne pouvons pas prendre le risque de rester chez nous. Il nous faut des remparts comme @najatvb. Une législature dure 5 ans!""",
555,"@Anne_Hidalgo @najatvb ""Ici, @najatvb rassemble la gauche. Ce n'est pas simple, nous avons tous des convictions. Mais c'est indispensable""",autre
556,"@Anne_Hidalgo @najatvb ""La démocratie, c'est la confrontation pacifique d'idées différentes""",
557,"@Anne_Hidalgo @najatvb ""Le pouvoir législatif doit être en mesure d'arrêter le pouvoir exécutif. Il en va de la bonne santé de nos institutions""",
558,"@Anne_Hidalgo @najatvb ""Il y a aussi la question démocratique. Il y a un enjeu de concentration des pouvoirs.""",justice
559,"@Anne_Hidalgo @najatvb ""L'égalité ne se décrète pas. Elle se construit.""",delete
560,"@Anne_Hidalgo @najatvb ""Une société civilisée organise la solidarité. C'est l'engagement, le souci de @najatvb""",
561,"@Anne_Hidalgo @najatvb ""@najatvb a du tempérament. Il en fallait pour affronter ce qu'elle a eu à affronter""",autre
562,"@Anne_Hidalgo @najatvb ""A l'éducation nationale, @najatvb a montré de la hauteur. Nous avons été fiers de l'avoir comme ministre""",delete
563,"@Anne_Hidalgo @najatvb ""@najatvb a beaucoup travaillé pour l'égalité réelle.""",
564,"@Anne_Hidalgo @najatvb ""Avec @najatvb, nous avons travaillé ensemble, dès juillet 2012, pour rétablir le délit de harcèlement sexuel""",autre
565,"Avec @Anne_Hidalgo, je suis aux côtés de @najatvb pour la faire gagner à Villeurbanne ! https://t.co/LBlNNApcyN",delete
566,Avec @najatvb ! https://t.co/SmiFqXITvr,
567,#esclavage en terre de marronnage la forêt guyanaise fut hospitalière à la liberté. En fidélité aujourd'hui laisser marronner la pensée ChT,immigration
568,Rendez à 17h00 place de la République à Paris en soutien à @SeybahDagoma #circo7505 !,delete
569,Avec @LineLetard2017 ! #legislatives2017 https://t.co/q1vSFK68fP,
570,"Ce soir, avec @CathyLemorton à Toulouse ! #circo3101#legislatives2017 https://t.co/9pYDktGbaR",autre
571,"Avec @CECKERT56, rencontre avec l'association Avicenne à Mont Saint Martin #circo5403 #legislative2017 https://t.co/u15gqQ1czi",delete
572,"""Ils nous faut des réponses nouvelles fondées sur les valeurs de la gauche"" Mon itw @OuestFrance https://t.co/Hpqx7YEzSU",
573,Avec Chaynesse Khirouni ! #circo5401 https://t.co/f5vGg8hVNj,autre
574,Avec @emmacosse ! #circo9003 https://t.co/BWpvjEvtqB,delete
575,"""Parfois même avec un bâton de rouge à lèvres. On ne se laisse pas réduire à un état de pierre, ni à un état de bête"" 2/2 @FestivalEV",
576,"""Devant les désastres du monde les femmes résistent "" 1/2 @FestivalEV #EtonnantsVoyageurs",culture
577,"""C'est une histoire de domination et tout le temps et partout, sous des formes multiples, les femmes se sont dégagées de l'oppression"" 2/3",culture
578,"""Mes engagements politiques sont nourris par les combats des générations de femmes à travers le temps."" 1/3 @FestivalEV",
579,"""La Culture intègre tout cela"". @FestivalEV #EtonnantsVoyageurs",culture
580,"""Comment ne pas paniquer devant les nouvelles circulations humaines, ce qui est fondamental car ces circulations vont durer?"" 3/3",delete
581,"""Comment comprendre l'état de la planète et ce que nous pouvons faire?"" 2/3 @FestivalEV",
582,"""Nous devons nous demander:En quoi la culture nous permet de vivre dans le monde tel qu'il est, de se saisir ces urgences?"" 1/3 @FestivalEV",culture
583,"""La Culture, c'est un accès à un brassage de savoirs"" @FestivalEV #etonnantsvoyageurs",culture
584,"""Les institutions ont un rôle d'impulsion, de création d'espace mais attention à la formalisation"" @FestivalEV #EtonnantsVoyageurs",
585,"""La rencontre de la culture et de la politique est féconde. La politique peut agir même s'il faut se méfier des institutions"" @FestivalEV",culture
586,"""Les enjeux de la culture"" le débat commence au @FestivalEV #EtonnantsVoyageurs https://t.co/2905NCWhfA",delete
587,La 1e fois que j'ai lu #Goytisolo j'ai cru qu'il écrivait depuis ce continent foisonnant où je suis née. Il est du monde et c'est pareilChT,
588,Chaque victime nouvelle nous émeut et ravive nos pensées pour toutes les autres partout. Cette barbarie ne triomphera pas #londonattacksChT,international
589,"""Nous sommes tous égaux en humanité. L'accueil des réfugiés est une question ontologique""",liberte
590,"""Nous sommes fraternels. Que l'on se rappelle qu'en 1940, nous étions sur les routes.""",
591,"""Le combat pour l'égalité femme-homme est matriciel. Il rappelle qu'aucun fait naturel n'est supérieur à un fait culturel""",justice
592,"""La gauche émerge historiquement sur la question sociale. Nous devons reprendre le combat""",delete
593,"""Autour des rêves menacés par les fauves, on entretient le feu""",
594,"""Notre identité politique n'a pas survécu à l'exercice du pouvoir. Notre rapport au pouvoir doit être revu""",justice
595,"""L'action publique nationale est prise en étau entre l'Europe et les collectivités territoriales. Il faut expliquer cette organisation""",international
596,"""Nous assumons mal la supranationalité européenne. Il faut expliquer ce qu'est l'Europe""",
597,"""Nous n'avons pas suffisamment pris la mesure des changements du Monde et de nos sociétés""",international
598,"""Les gauches européennes ont déjà connu des périodes de reflux. Il faut se battre.""",delete
599,"""L'enjeu, c'est ce que nous sommes capables de faire pour les gens, rien d'autre. La question, c'est le sort des gens.""",
600,"""Les gauches doivent aussi se pencher sur les désordres géopolitiques, qui génèrent des problèmes globaux""",international
601,"""L'écologie politique est centrale, absolument centrale.""",ecologie
602,"""Notre rapport aux innovations technologiquess doit aussi être repensé""",
603,"""Le 3eme défi est celui de notre capacité à forger des réponses modernes fidèles à nos idéaux""",autre
604,"""Le 2ème défi est celui de la place de l'éthique, dans notre pensée politique et notre action : quelles valeurs au dessus de tout""",
605,"""Je vois trois enjeux pour la gauche. Le 1er, c'est le nous, ce que nous sommes, notre identité politique""",
606,"""La France et la Belgique ont une histoire commune, faite de douleur mais aussi de paix et de joie""",international
607,"""Merci de votre accueil @eliodirupo ici à Bruxelles. J'y reviens toujours avec plaisir."" #PS https://t.co/Df6PhBz6rx",delete
608,Très heureuse de rejoindre ce matin @eliodirupo et les militants du @PSofficiel pour évoquer l'avenir de la gauche ! https://t.co/ADE2GM8LSw,
609,Visite de @mainsdoeuvres avec @yannicktrigance et @StephanTroussel. Un centre culturel innovant et utile ! #circo9301 https://t.co/7axsFxR3Bs,culture
610,"Aux côtés d' @axelurgin et @NadiaBrahimi, visite des jardins partagés de l'association ACER à Orly #circo9402 https://t.co/QPA2nNRE52",delete
611,#circo4101 avec @DenysRobiliard ! https://t.co/QYWCbNcsZD,
612,"Avec @DenysRobiliard à Blois, à l'école Jules Ferry. Bilan positif du dispositif ""plus de maîtres que de classe"" #circo4101 https://t.co/XcIxfl0T4d",culture
613,"Si heureuse d'être à la cérémonie de remise de la Légion d'honneur à Norbert Gilmez, figure de la lutte des mineurs grévistes de 1948. https://t.co/B8uTGsQv34",culture
614,#Esclavage. De tout coeur et en pensée avec les Martiniquais en mémoire des nôtres qui ont conquis leur liberté. Honneur et respectChT,
615,On peut certes rire de tout. Piétiner la dignité c'est autre chose.Tolérer une discrimination justifie toutes les autres #stophomophobieChT,aide sociale
616,#StanleyGreene a donc fermé la focale. Emporte-t-il sous ses paupières la violence et la beauté du monde en Noir et Blanc?ChT,delete
617,"Honneur à vous qui avez accompli hier ce geste sans désir, en lucidité, vous, prêts déjà sans acrimonie à veiller sur nos biens communsChT",
618,Nous avons un nouveau President de la République. Félicitations @EmmanuelMacron ChT1/2,autre
619,"#Nigeria, Joindre les mots de toutes les langues pour dire bienvenue à nos filles, redoubler d'efforts pour celles encore captives ChT",culture
620,"Cette triste nouvelle, ma surprise effarée, mes pensées et ma sympathie à la famille de Corinne ErhelChT",
621,A tout à l'heure sur @franceinter https://t.co/UoRzU7OQdU,autre
622,Je suis passée aujourd'hui chez @KonbiniFr et vous ai laissé un message https://t.co/QW6KTIRRNj,delete
623,"""Ne pas faire place à ce qui nous défigure et s’avère si infidèle à ce que nous sommes"". Ma tribune dans @lemondehttps://t.co/rPEx3xyT2e",
624,"Ni doute ni atermoiement, évidemment nous voterons Macron. Puis nous mènerons le combat pour les idées de vrai progrès aux législatives ChT",autre
625,"""La gauche ne fait jamais assez, jamais assez vite. La droite, elle, ne ferait pas le centième""",delete
