,id,data,label,data_clean
1159,1160,"Dès 18 ans, tout le monde touchera 920 euros grâce au revenu citoyen. Dans une société moderne, les jeunes ne peuvent plus être dépendants de leurs parents jusqu'à 25 ans. Ça coûte 20 milliards et ce sera financé grâce à l’ISF climatique. #FaceaBFM #Jadot2022 https://t.co/ViDpUkDs5Q",pouvoir_achat,monde toucher euro grace revenu citoyen societe moderne jeune pouvoir dependant parent couter milliard financer grace isf climatique faceabfm
1161,1162,"Je n’entends pas un mot de sa part sur le Qatar et l’organisation de la Coupe du Monde, dans des conditions climatiques aberrantes. Il y a déjà 6500 personnes migrantes qui sont mortes dans des chantiers. #FaceaBFM#Jadot2022 https://t.co/d6fBQzqPz2",immigration,entendre mot partir qatar organisation couper monde condition climatique aberrant personnes migrantes mourir chantier faceabfm
1163,1164,"On a un énorme problème de malbouffe dans notre pays ( diabète, obésité…). Les lobbys tiennent un discours qui encourage le fait de manger trop gras, trop sucré, trop salé, car c’est le business des industriels. #FaceaBFM#Jadot2022 https://t.co/VqebbYTUYZ",sante,enorme probleme malbouffe pays diabete obesite lobbys discours encourager manger trop gras trop sucre trop sale business industriel faceabfm
1164,1165,80% des investissements dans le monde sur l’énergie se font dans les énergies d’avenir. Je veux que mon pays soit dans l’innovation sur ces énergies qui sont moins chères. #FaceaBFM #Jadot2022 https://t.co/qC92Ldolry,ecologie,investissement monde energie faire energie avenir vouloir pays innovation energie cher faceabfm
1167,1168,"Notre vision diplomatique s’articule autour de trois axes : préserver les ressources de la planète et la paix, renforcer la solidarité, défendre la démocratie et les droits humains. #FaceaBFM👉https://t.co/lZwO3AWMhD#Jadot2022 https://t.co/LSCYy7zlJC",securite,vision diplomatique articuler autour axe preserver ressource planete paix renforcer solidarite defendre democratie droit humain faceabfm
1168,1169,"Il y a 130 000 soldats russes qui menacent d’envahir un pays ami et on me parle des États-Unis qui auraient le mauvais rôle. Dans ce cas précis, en Ukraine, l’agresseur s’appelle Poutine. #FaceaBFM #Jadot2022 https://t.co/1rfkFs98Gc",international,soldat russe menacer envahir pays ami etat unir mauvais role cas precis ukraine agresseur appeler poutine faceabfm
1169,1170,La chasse aux consommateurs de cannabis empêche les policiers de faire leur travail sur les trafics de drogues dures. Et c’est eux-mêmes qui le disent. #FaceaBFM #Jadot2022 https://t.co/25HAmMDVlc,securite,chasser consommateur cannabis empecher policier faire travail trafic droguer durer faceabfm
1170,1171,Nous rétablirons la confiance dans notre police en rétablissant une police nationale de proximité. #FaceaBFM 👉 https://t.co/95qmdfMPG3#Jadot2022 https://t.co/791JfIqNUX,securite,retablir confiance policer retablir policer nationale proximite faceabfm
1173,1174,"Notre rapport au travail doit être repensé, pour mieux partager la richesse au sein des entreprises, redonner du sens au travail et au temps qui y est consacré, et bien sûr reconnaître la valeur des métiers et fonctions essentiels. #FaceaBFM#Jadot2022 https://t.co/aBPl99546D",emploi,rapport travail repenser mieux partager richesse sein entreprise redonner sens travail temps consacre bien reconnaitre valeur metier fonction essentiel faceabfm
1175,1176,Travailler moins pour vivre mieux. #FaceaBFM  #Jadot2022 https://t.co/mSUdOuFdiI,emploi,travailler vivre mieux faceabfm
1177,1178,Ce président a été condamné deux fois par les tribunaux français pour inaction climatique. Je n’accepte pas qu’on culpabilise les écologistes sur le climat ! #FaceaBFM #Jadot2022 https://t.co/Fi0QpEKeFo,ecologie,president condamne fois tribunal francais inaction climatique accepter culpabiliser ecologiste climat faceabfm
1180,1181,L’envolée de la facture énergétique est dû à un manque d’anticipation et de préparation. Ça fait longtemps que nous l’annonçons. #FaceaBFM#Jadot2022 https://t.co/FwysmWi8NF,ecologie,envolee facturer energetique manquer anticipation preparation annoncer faceabfm
1181,1182,"Je n’ai jamais considéré que ça allait être facile. Je sais que l’écologie politique doit lever des doutes. J’ai une conviction : il faut réparer notre société. La France a soif d’avenir, elle n’est pas condamnée au suicide français ! #FaceaBFM  #Jadot2022 https://t.co/mstfiqk4Hh",ecologie,jamais considerer aller facile savoir ecologie politique lever douter conviction falloir reparer societe france soif avenir condamne suicider francais faceabfm
1183,1184,"Les grands défis de notre pays, ce sont le climat, la justice sociale, l’emploi, la biodiversité. Mon projet prend sa source dans ces enthousiasmes et ces énergies partout à l’œuvre.👉https://t.co/PpGDcRWeQ6#Jadot2022 #FaceaBFM https://t.co/8SFYo6wfqu",ecologie,grand defi pays climat justice social emploi biodiversite projet prendre source enthousiasme energie partout oeuvre faceabfm
1188,1189,"Nous réformerons les règles de nomination des juges constitutionnel.les pour garantir la compétence, l'impartialité et l'indépendance du Conseil Constitutionnel.",democratie,reformerons regler nomination juger constitutionnel garantir competence impartialite independance conseil constitutionnel
1190,1191,"Je souhaite sensibiliser à la culture du viol et aux violences pour que la parole des femmes soit respectée et prise en considération. Pour atteindre l'égalité entre les femmes et les hommes, retrouvez les mesures de mon programme : https://t.co/94HqtnYcfG #Jadot2022 #MeToo",aide_sociale,souhaiter sensibiliser culture viol violence parole femme respecte priser consideration atteindre egalite entrer femme homme retrouver mesurer programmer metoo
1191,1192,"Je propose un grand plan de formation des professionnel·le·s en contact avec les femmes victimes de violences et les enfants co-victimes de ces violences ou victimes d’inceste : police, justice, santé, école, gendarmerie / armée etc. #MeToo #Jadot2022 https://t.co/pEIrWXVjeU",aide_sociale,proposer grand plan formation professionnel contact femme victime violence enfant co victime violence victime inceste policer justice sante ecole gendarmerie armee metoo
1192,1193,"Ce mardi 15 février marque la journée internationale du #cancer de l'enfant. Pour lutter contre ce fléau, la santé environnementale doit être une priorité. #Changeons https://t.co/n3q9LlpaKi",sante,mardi fevrier marquer journee international cancer enfant lutter contrer fleau sante environnemental priorite changer
1193,1194,Le climat n'attend pas ! Nous avons 10 ans pour agir et le nucléaire n’est pas la solution. Nous devons changer de modèle énergétique et arrêter de lancer des paris sur l'avenir. Ma tribune sur le #nucléaire est à lire ici 👇https://t.co/iKNp63vcHr https://t.co/zVBcMO4Omh,ecologie,climat attendre agir nucleaire solution devon changer modele energetique arreter lancer paris avenir tribune nucleaire lire ici
1194,1195,"Dire que Taïwan appartient à la Chine, c'est reprendre les positions du Parti communiste chinois. Ce n'est pas le rôle d'un chef de parti français. https://t.co/wU6iW7RnBL",international,taiwan appartenir chiner reprendre position partir communiste chinois role chef partir francais
1196,1197,"Nous réécrirons une charte des programmes qui réaffirme un circuit d’écriture transparent impliquant universitaires, inspection générale, enseignants, syndicats, associations disciplinaires et représentants de la société civile.",aide_sociale,reecrirons charte programmer reaffirmer circuit ecriture transparent impliquer universitaire inspection general enseignant syndicat association disciplinaire representant societe civil
1199,1200,"JM Blanquer a choisi de nommer Mark Sherringham, partisan de l’intégration explicite du christianisme dans les questions d’éducation, à la tête du Conseil supérieur des programmes.",culture,jm blanquer choisir nommer mark sherringham partisan integration expliciter christianisme question education tete conseil superieur programmer
1200,1201,"Appelons punitif ce qui l'est vraiment : l'air pollué, la malbouffe, des logements trop chauds en été, trop froids en hiver. Pas l'écologie ! #GGRMC https://t.co/GvRUJXWMxQ",ecologie,appeler punitif vraiment air polluer malbouffe logement trop chaud trop froid hiver ecologie ggrmc
1202,1203,"Sortons de notre dépendance vis-à-vis du gaz russe : c’est bon pour le climat, c’est bon pour nos valeurs, c’est bon pour la démocratie, et c’est bon pour les emplois chez nous ! #GGRMC https://t.co/ndrMMwjkZ2",ecologie,sortir dependance vis vis gaz russe bon climat bon valeur bon democratie bon emploi ggrmc
1203,1204,"Aujourd’hui, dans la loi, un animal est un meuble. L’animal doit être considéré juridiquement comme un être sensible. Il y aura un défenseur des droits des animaux ainsi qu’un ministère délégué au bien-être animal. Les sanctions qui existent dans la loi seront appliquées. #GGRMC https://t.co/4ikQKqFraZ",securite,loi animal meubler animal considerer juridiquement sensible defenseur droit animaux ministere delegue bien animal sanction exister loi applique ggrmc
1204,1205,"Mon programme vise à réduire toutes les dépenses contraintes : logement, électricité, chauffage, déplacements, alimentation. Ce qui est punitif aujourd’hui, c'est la pollution de l'air, la malbouffe, le manque de sport : ce n’est pas l’écologie ! #GGRMC https://t.co/QsWpCO4NNO",pouvoir_achat,programmer viser reduire depenser contraint logement electricite chauffage deplacement alimentation punitif pollution air malbouffe manquer sport ecologie ggrmc
1205,1206,Nous sommes le seul pays européen sur 27 à ne pas avoir rempli ses obligations sur les énergies renouvelables. #GGRMC https://t.co/Q6cYiE3FQU,ecologie,pays europeen remplir obligation energie renouvelables ggrmc
1207,1208,Il faut réconcilier les jeunes avec la politique car ils se sont sentis trahis par ceux qui ont gouverné jusque-là. Je porte un grand projet d’autonomie pour les jeunes avec le revenu citoyen. #GGRMC https://t.co/L1n7JL6OHp,education,falloir reconcilier jeune politique sentir trahir gouverner porter grand projet autonomie jeune revenu citoyen ggrmc
1212,1213,Je m'engage à ce que mon mandat soit celui de la condition animale ! Mon programme reprend 98% des mesures préconisées par un rassemblement de 29 ONG de protection animale. #Jadot2022 #Changeons https://t.co/FVPSfvR8HB,securite,engager mandat condition animal programmer reprendre mesurer preconiser rassemblement ong protection animal changer
1213,1214,"Grand merci à la @cfpsaa d'être venue à notre rencontre.17 propositions pour les 17 ans de la loi pour l'égalité des droits et des chances, la participation et la citoyenneté des personnes handicapées.L'accessibilité vraiment universelle est une exigence.#Handicap https://t.co/ypABoCRJJ7",aide_sociale,grand cfpsaa venue rencontrer proposition loi egalite droit chance participation citoyennete personnes handicape accessibilite vraiment universel exigence handicap
